"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.134454125E0,3.077600098E-1,1.659000092E0,9.527088318E0
4.144420125E0,2.921923828E-1,1.666484528E0,9.581275635E0
4.154385125E0,2.710862732E-1,1.661993866E0,9.593101044E0
4.164351125E0,2.683918762E-1,1.659299469E0,9.591454468E0
4.174316125E0,2.691403198E-1,1.659898224E0,9.610464935E0
4.184282125E0,2.739303589E-1,1.645228729E0,9.625583496E0
4.194247125E0,3.037184143E-1,1.632654877E0,9.680369568E0
4.204213125E0,3.692820740E-1,1.586850128E0,9.717642059E0
4.214178125E0,4.441264343E-1,1.571132813E0,9.743837585E0
4.224144125E0,4.429289246E-1,1.588347015E0,9.760453033E0
4.234109125E0,4.272116089E-1,1.596430206E0,9.756411438E0
4.244075125E0,3.501219177E-1,1.603914642E0,9.712103577E0
4.254040125E0,2.781216431E-1,1.615290985E0,9.663155365E0
4.264006125E0,2.442919922E-1,1.644480286E0,9.655072174E0
4.273971125E0,2.492317200E-1,1.627266083E0,9.646090851E0
4.283936125E0,2.767744446E-1,1.632205811E0,9.579179993E0
4.293902125E0,3.213816833E-1,1.648821259E0,9.545949097E0
4.303867125E0,3.363505554E-1,1.652264099E0,9.488169250E0
4.313833125E0,3.649411011E-1,1.676214294E0,9.507628784E0
4.323798125E0,3.782633972E-1,1.675316162E0,9.549092560E0
4.333764125E0,4.203259277E-1,1.625320129E0,9.624984741E0
4.343729125E0,4.180805969E-1,1.637145538E0,9.734107819E0
4.353695125E0,3.951782227E-1,1.624122620E0,9.806407471E0
4.363660125E0,3.641926575E-1,1.595831451E0,9.828112335E0
4.373626125E0,3.577560425E-1,1.595681763E0,9.796677704E0
4.383591125E0,3.589535522E-1,1.611997833E0,9.734706573E0
4.393557125E0,3.643423462E-1,1.632654877E0,9.629625092E0
4.403522125E0,3.652404785E-1,1.656006317E0,9.521250458E0
4.413488125E0,3.134481812E-1,1.671873322E0,9.438322906E0
4.423453125E0,2.797682190E-1,1.668580170E0,9.433383179E0
4.433418125E0,2.630030823E-1,1.646725616E0,9.478589172E0
4.443384125E0,2.537223816E-1,1.635498962E0,9.530381470E0
4.453349125E0,2.372566223E-1,1.619332581E0,9.563013611E0
4.463315125E0,2.165995789E-1,1.600621490E0,9.618548126E0
4.473280125E0,2.284249878E-1,1.604064331E0,9.637558594E0
4.483246125E0,1.827699280E-1,1.606309662E0,9.645492096E0
4.493211125E0,1.766326904E-1,1.600172424E0,9.718390503E0
4.503177125E0,2.133064270E-1,1.609602814E0,9.755962372E0
4.513142125E0,2.631527710E-1,1.592238922E0,9.719887390E0
4.523108125E0,3.031196594E-1,1.623823242E0,9.677974548E0
4.533073125E0,3.388952637E-1,1.669927368E0,9.618099060E0
4.543038125E0,3.552113342E-1,1.683099976E0,9.602082367E0
4.553004125E0,3.333567810E-1,1.668131104E0,9.600435791E0
4.562969125E0,3.415896606E-1,1.673519897E0,9.593699799E0
4.572935125E0,3.363505554E-1,1.705253906E0,9.596094818E0
4.582900125E0,2.995271301E-1,1.722168732E0,9.645941162E0
4.592866125E0,2.899470520E-1,1.686243439E0,9.674531708E0
4.602831125E0,2.661465454E-1,1.670675812E0,9.758656769E0
4.612797125E0,2.618055725E-1,1.626367950E0,9.827513580E0
4.622762125E0,2.694396973E-1,1.595232697E0,9.873767395E0
4.632728625E0,2.782713318E-1,1.598076782E0,9.879305878E0
4.642693625E0,2.808160400E-1,1.620081024E0,9.832303619E0
4.652659625E0,2.984793091E-1,1.663490753E0,9.715396729E0
4.662624625E0,3.233276367E-1,1.700912933E0,9.587712250E0
4.672590625E0,3.237767029E-1,1.743873596E0,9.493108978E0
4.682555625E0,3.023712158E-1,1.775008850E0,9.416019287E0
4.692520625E0,2.427951050E-1,1.762434998E0,9.429790649E0
4.702486625E0,2.083666992E-1,1.735191650E0,9.494456177E0
4.712451625E0,2.143542480E-1,1.700763245E0,9.580227814E0
4.722417625E0,2.174977112E-1,1.676064606E0,9.648186493E0
4.732382625E0,2.149530029E-1,1.680555267E0,9.677675171E0
4.742348625E0,2.526745605E-1,1.661544800E0,9.699829102E0
4.752313625E0,2.927911377E-1,1.639690247E0,9.680968323E0
4.762279625E0,2.869532776E-1,1.662742310E0,9.631121979E0
4.772244625E0,2.460882568E-1,1.683099976E0,9.599986725E0
4.782210625E0,2.219883728E-1,1.698517914E0,9.553283844E0
4.792175625E0,2.291734314E-1,1.727407837E0,9.544152832E0
4.802141625E0,2.513273621E-1,1.713786163E0,9.543554077E0
4.812106625E0,2.493814087E-1,1.701362000E0,9.577234039E0
4.822071625E0,2.034269714E-1,1.667232971E0,9.596244507E0
4.832037625E0,2.288740540E-1,1.624272308E0,9.666298828E0
4.842002625E0,2.603086853E-1,1.577868805E0,9.758656769E0
4.851968625E0,2.582130432E-1,1.572030945E0,9.779762878E0
4.861933625E0,2.633024597E-1,1.568438416E0,9.783355408E0
4.871899625E0,2.647993469E-1,1.588945770E0,9.705217896E0
4.881864625E0,2.731819153E-1,1.631906433E0,9.634115753E0
4.891830625E0,2.634521484E-1,1.671274567E0,9.554181976E0
4.901795625E0,2.644999695E-1,1.693428497E0,9.493558044E0
4.911761625E0,2.773731995E-1,1.708696747E0,9.485325165E0
4.921726625E0,2.640509033E-1,1.727557526E0,9.467961273E0
4.931692625E0,2.745291138E-1,1.735191650E0,9.487720184E0
4.941657625E0,3.113525391E-1,1.722767487E0,9.507778473E0
4.951622625E0,3.394940186E-1,1.704056396E0,9.572743378E0
4.961588625E0,3.321592712E-1,1.676962738E0,9.645192719E0
4.971553625E0,3.019221497E-1,1.687740326E0,9.691296844E0
4.981519625E0,3.019221497E-1,1.679208069E0,9.694140930E0
4.991484625E0,3.309617615E-1,1.667981415E0,9.680070190E0
5.001450625E0,3.477268982E-1,1.704355774E0,9.641749878E0
5.011415625E0,3.189866638E-1,1.723366241E0,9.607321472E0
5.021381625E0,2.829116821E-1,1.710792389E0,9.599986725E0
5.031346625E0,2.543211365E-1,1.704804840E0,9.585466919E0
5.041312625E0,2.387535095E-1,1.702409821E0,9.592951355E0
5.051277625E0,2.149530029E-1,1.715283051E0,9.642947388E0
5.061243625E0,2.016307068E-1,1.692680054E0,9.612560577E0
5.071208625E0,2.029779053E-1,1.677112427E0,9.639055481E0
5.081173625E0,2.094145203E-1,1.692680054E0,9.668095093E0
5.091139625E0,2.583627319E-1,1.687291260E0,9.681267700E0
5.101104625E0,2.600093079E-1,1.659449158E0,9.712552643E0
5.111070625E0,2.080673218E-1,1.649420013E0,9.743238831E0
5.121035625E0,1.441502380E-1,1.647474060E0,9.747879181E0
5.131001625E0,1.116677856E-1,1.649270325E0,9.745334473E0
5.140966625E0,1.215472412E-1,1.647324371E0,9.643246765E0
5.150932625E0,1.490899658E-1,1.661395111E0,9.611363068E0
5.160897625E0,1.857637024E-1,1.685944061E0,9.572294312E0
5.170863625E0,2.225871277E-1,1.699266357E0,9.521549835E0
5.180828625E0,2.444416809E-1,1.702110443E0,9.548643494E0
5.190793625E0,1.841171265E-1,1.720073090E0,9.580826569E0
5.200759625E0,1.239422607E-1,1.729353790E0,9.652677155E0
5.210724625E0,1.122665405E-1,1.693129120E0,9.720486145E0
5.220690625E0,1.178050232E-1,1.681453400E0,9.764344940E0
5.230655625E0,1.785786438E-1,1.660347290E0,9.847571869E0
5.240621625E0,2.606080627E-1,1.628014526E0,9.851763153E0
5.250586625E0,3.210823059E-1,1.639390869E0,9.859546967E0
5.260552625E0,3.216810608E-1,1.667532349E0,9.789043579E0
5.270517625E0,2.953358459E-1,1.705702972E0,9.723330231E0
5.280483625E0,2.366578674E-1,1.697919159E0,9.697583771E0
5.290448625E0,2.086660767E-1,1.670376434E0,9.671088867E0
5.300414625E0,2.401007080E-1,1.683099976E0,9.629924469E0
5.310379625E0,2.689906311E-1,1.704655151E0,9.608968048E0
5.320344625E0,2.499801636E-1,1.736538849E0,9.560468903E0
5.330310625E0,1.953437805E-1,1.726809082E0,9.547745361E0
5.340275625E0,1.555265808E-1,1.720073090E0,9.525441742E0
5.350241625E0,9.415420532E-2,1.709445190E0,9.563312988E0
5.360206625E0,1.348695374E-1,1.666035461E0,9.634864197E0
5.370172625E0,2.056723022E-1,1.626966705E0,9.712552643E0
5.380137625E0,2.098635864E-1,1.627715149E0,9.742490387E0
5.390103625E0,2.083666992E-1,1.606459351E0,9.762249298E0
5.400068625E0,2.088157654E-1,1.587598572E0,9.713600464E0
5.410034625E0,2.203417969E-1,1.623972931E0,9.638756104E0
5.419999625E0,2.668949890E-1,1.655557251E0,9.568103027E0
5.429964625E0,2.460882568E-1,1.684297485E0,9.482780457E0
5.439930625E0,1.996847534E-1,1.710642700E0,9.419013062E0
5.449895625E0,1.745370483E-1,1.718725891E0,9.405840454E0
5.459861625E0,1.716929626E-1,1.704056396E0,9.428293762E0
5.469826625E0,1.956431580E-1,1.684447174E0,9.496701508E0
5.479792625E0,2.071691895E-1,1.665736084E0,9.601034546E0
5.489757625E0,1.901046753E-1,1.641187134E0,9.694889374E0
5.499723625E0,1.832189941E-1,1.605261841E0,9.773775330E0
5.509688625E0,1.534309387E-1,1.579665070E0,9.844877472E0
5.519654625E0,1.537303162E-1,1.588347015E0,9.857750702E0
5.529619625E0,1.686991882E-1,1.648372192E0,9.803114319E0
5.539585625E0,1.950444031E-1,1.698966980E0,9.705517273E0
5.549550625E0,2.606080627E-1,1.699116669E0,9.569450226E0
5.559515625E0,2.706372070E-1,1.720222778E0,9.477990417E0
5.569481625E0,2.508782959E-1,1.764081573E0,9.449250183E0
5.579446625E0,2.294728088E-1,1.773961029E0,9.512269135E0
5.589412625E0,2.079176331E-1,1.752256165E0,9.615404663E0
5.599377625E0,1.920506287E-1,1.705702972E0,9.695188751E0
5.609343625E0,2.076182556E-1,1.704056396E0,9.789043579E0
5.619308625E0,2.436932373E-1,1.702260132E0,9.791588287E0
5.629274625E0,2.968327332E-1,1.667532349E0,9.777966614E0
5.639243042E0,3.297642517E-1,1.697769470E0,9.737101593E0
5.649209042E0,3.191363525E-1,1.732197876E0,9.673334198E0
5.659174042E0,3.059637451E-1,1.734742584E0,9.600735168E0
5.669139042E0,2.766247559E-1,1.771566010E0,9.568851471E0
5.679105042E0,2.627037048E-1,1.779948578E0,9.599986725E0
5.689070042E0,2.601589966E-1,1.769320679E0,9.625284119E0
5.699036042E0,2.465373230E-1,1.764830017E0,9.608369293E0
5.709001042E0,2.237846375E-1,1.757345581E0,9.612560577E0
5.718967042E0,1.887574768E-1,1.759291534E0,9.607920227E0
5.728932042E0,1.832189941E-1,1.732048187E0,9.584718475E0
5.738898042E0,1.835183716E-1,1.706900482E0,9.596244507E0
5.748863042E0,1.826202393E-1,1.684447174E0,9.592053223E0
5.758829042E0,1.941462708E-1,1.681902466E0,9.606123962E0
5.768794042E0,2.243833923E-1,1.692230988E0,9.633666687E0
5.778759042E0,2.338137817E-1,1.691632233E0,9.596992950E0
5.788725042E0,1.983375549E-1,1.701811066E0,9.625882874E0
5.798690042E0,1.428030396E-1,1.716181183E0,9.586963806E0
5.808656042E0,1.124162292E-1,1.720073090E0,9.543853455E0
5.818621042E0,1.240919495E-1,1.709744568E0,9.572144623E0
5.828587042E0,1.437011719E-1,1.693727875E0,9.593699799E0
5.838552042E0,1.601669312E-1,1.681752777E0,9.610914001E0
5.848518042E0,1.760339355E-1,1.696272583E0,9.636361084E0
5.858483042E0,1.552272034E-1,1.687740326E0,9.653275909E0
5.868449042E0,1.335223389E-1,1.660347290E0,9.685908051E0
5.878414042E0,1.312770081E-1,1.654210052E0,9.720486145E0
5.888379042E0,1.863624573E-1,1.650916901E0,9.704319763E0
5.898345042E0,2.625540161E-1,1.666035461E0,9.671837311E0
5.908310042E0,2.752775574E-1,1.678759003E0,9.647138672E0
5.918276042E0,2.074685669E-1,1.715133362E0,9.641450500E0
5.928241042E0,1.342707825E-1,1.708547058E0,9.666897583E0
5.938207042E0,1.178050232E-1,1.681154022E0,9.717492371E0
5.948172042E0,1.426533508E-1,1.685195618E0,9.745484161E0
5.958138042E0,1.721420288E-1,1.699565735E0,9.722731476E0
5.968103042E0,2.173480225E-1,1.674268341E0,9.701026611E0
5.978069042E0,2.731819153E-1,1.676513672E0,9.634265442E0
5.988034042E0,2.700384521E-1,1.724264374E0,9.582922211E0
5.997999042E0,2.607577515E-1,1.711091766E0,9.564809875E0
6.007965042E0,2.424957275E-1,1.722617798E0,9.552086334E0
6.017930042E0,2.065704346E-1,1.751657410E0,9.557624817E0
6.027896042E0,1.862127686E-1,1.725162506E0,9.583520966E0
6.037861042E0,1.983375549E-1,1.683099976E0,9.635612640E0
6.047827042E0,2.083666992E-1,1.665885773E0,9.677076416E0
6.057792042E0,1.947450256E-1,1.693877563E0,9.642648010E0
6.067758042E0,1.904040527E-1,1.708996124E0,9.625134430E0
6.077723042E0,2.103126526E-1,1.722468109E0,9.570348358E0
6.087689042E0,2.381547546E-1,1.744172974E0,9.516310730E0
6.097654042E0,2.430944824E-1,1.766775970E0,9.491612091E0
6.107619042E0,2.511776733E-1,1.778451691E0,9.543254700E0
6.117585042E0,2.510279846E-1,1.741927643E0,9.624236298E0
6.127550042E0,2.288740540E-1,1.728755035E0,9.688602448E0
6.137516042E0,2.314187622E-1,1.719174957E0,9.752669220E0
6.147481042E0,2.363584900E-1,1.710043945E0,9.780062256E0
6.157447042E0,2.368075562E-1,1.711391144E0,9.749376068E0
6.167412042E0,2.588117981E-1,1.741478577E0,9.667496338E0
6.177378042E0,2.420466614E-1,1.790127411E0,9.581425323E0
6.187343042E0,2.592608643E-1,1.807042236E0,9.466314697E0
6.197309042E0,2.642005920E-1,1.839824066E0,9.377998352E0
6.207274042E0,2.597099304E-1,1.828597412E0,9.364077301E0
6.217239042E0,2.243833923E-1,1.817071381E0,9.430988159E0
6.227205042E0,1.594184875E-1,1.795366516E0,9.522298279E0
6.237170042E0,1.507365417E-1,1.779349823E0,9.598789215E0
6.247136042E0,1.619631958E-1,1.748663635E0,9.663305054E0
6.257101042E0,2.073188782E-1,1.720821533E0,9.704170074E0
6.267067042E0,2.243833923E-1,1.744472351E0,9.719887390E0
6.277032042E0,2.390528870E-1,1.712289276E0,9.710457001E0
6.286998042E0,2.145039368E-1,1.726958771E0,9.675878906E0
6.296963042E0,1.978884888E-1,1.761686554E0,9.602681122E0
6.306928042E0,1.707948303E-1,1.788480835E0,9.573940887E0
6.316894042E0,1.296304321E-1,1.788929901E0,9.518406372E0
6.326859042E0,1.202000427E-1,1.785337372E0,9.500593414E0
6.336825042E0,1.233435059E-1,1.801952820E0,9.528136139E0
6.346790042E0,9.460327148E-2,1.803150330E0,9.547745361E0
6.356756042E0,1.007405090E-1,1.781295776E0,9.594597931E0
6.366721042E0,1.332229614E-1,1.740430756E0,9.617500305E0
6.376687042E0,1.251397705E-1,1.743574219E0,9.628726959E0
6.386652042E0,1.043330383E-1,1.766925659E0,9.675280151E0
6.396618042E0,1.142124939E-1,1.750459900E0,9.676627350E0
6.406583042E0,1.462458801E-1,1.741777954E0,9.647737427E0
6.416548042E0,1.830693054E-1,1.752256165E0,9.636959839E0
6.426514042E0,1.869612122E-1,1.766626282E0,9.621841278E0
6.436479042E0,1.772314453E-1,1.805395660E0,9.593699799E0
6.446445042E0,1.462458801E-1,1.804048462E0,9.593400421E0
6.456410042E0,1.163081360E-1,1.802850952E0,9.641151123E0
6.466376042E0,1.019380188E-1,1.792672119E0,9.662556610E0
6.476341042E0,1.296304321E-1,1.764680328E0,9.658964081E0
6.486307042E0,1.291813660E-1,1.748963013E0,9.628128204E0
6.496272042E0,1.237925720E-1,1.766476593E0,9.629625092E0
6.506237042E0,1.451980591E-1,1.777553558E0,9.685908051E0
6.516203042E0,1.528321838E-1,1.742376709E0,9.652377777E0
6.526168042E0,1.499880981E-1,1.760489044E0,9.671687622E0
6.536134042E0,1.585203552E-1,1.789678345E0,9.705966339E0
6.546099042E0,1.805245972E-1,1.794318695E0,9.647138672E0
6.556065042E0,1.812730408E-1,1.781894531E0,9.625134430E0
6.566030042E0,1.799258423E-1,1.791474609E0,9.602980499E0
6.575996042E0,1.784289551E-1,1.794468384E0,9.559121704E0
6.585961042E0,1.913021851E-1,1.781595154E0,9.555678864E0
6.595927042E0,2.249821472E-1,1.772763519E0,9.543404388E0
6.605892042E0,2.103126526E-1,1.777703247E0,9.510622559E0
6.615857042E0,1.874102783E-1,1.778002625E0,9.517208862E0
6.625823042E0,1.568737793E-1,1.786385193E0,9.524393921E0
6.635788250E0,1.237925720E-1,1.778751068E0,9.547296295E0
6.645754250E0,1.389111328E-1,1.755100250E0,9.593250732E0
6.655719250E0,1.471440125E-1,1.760339355E0,9.625882874E0
6.665685250E0,1.246907043E-1,1.767374725E0,9.639953613E0
6.675650250E0,1.423539734E-1,1.736389160E0,9.669292603E0
6.685616250E0,1.707948303E-1,1.674567719E0,9.671837311E0
6.695581250E0,1.775308228E-1,1.678908691E0,9.666897583E0
6.705546250E0,1.706451416E-1,1.724114685E0,9.624984741E0
6.715512250E0,1.634600830E-1,1.745819550E0,9.568552094E0
6.725477250E0,1.555265808E-1,1.778002625E0,9.500443726E0
6.735443250E0,1.682501221E-1,1.809886322E0,9.472152557E0
6.745408250E0,1.748364258E-1,1.830693054E0,9.490863647E0
6.755374250E0,1.678010559E-1,1.798959045E0,9.547895050E0
6.765339250E0,1.564247131E-1,1.748214569E0,9.666598206E0
6.775305250E0,1.565744019E-1,1.703757019E0,9.814490662E0
6.785270250E0,1.411564636E-1,1.677411804E0,9.898466034E0
6.795235250E0,1.098715210E-1,1.652713165E0,9.908195801E0
6.805201250E0,1.032852173E-1,1.684596863E0,9.854607239E0
6.815166250E0,1.282832336E-1,1.732796631E0,9.794132996E0
6.825132250E0,1.661544800E-1,1.749262390E0,9.711654510E0
6.835097250E0,1.743873596E-1,1.738335114E0,9.642947388E0
6.845063250E0,1.564247131E-1,1.740430756E0,9.619446259E0
6.855028250E0,1.543290710E-1,1.761087799E0,9.584119720E0
6.864994250E0,1.749861145E-1,1.737287292E0,9.573192444E0
6.874959250E0,2.044747925E-1,1.756148071E0,9.600286102E0
6.884925250E0,2.212399292E-1,1.770368500E0,9.630822601E0
6.894890250E0,2.374063110E-1,1.767674103E0,9.646539917E0
6.904855250E0,2.287243652E-1,1.755848694E0,9.632020111E0
6.914821250E0,2.161505127E-1,1.768572235E0,9.629625092E0
6.924786250E0,2.315684509E-1,1.766177216E0,9.606123962E0
6.934752250E0,2.468367004E-1,1.739832001E0,9.595046997E0
6.944717250E0,2.487826538E-1,1.751507721E0,9.609117737E0
6.954683250E0,2.272274780E-1,1.772015076E0,9.619146881E0
6.964648250E0,2.176473999E-1,1.779349823E0,9.610165558E0
6.974614250E0,2.139051819E-1,1.783840485E0,9.559271393E0
6.984579250E0,2.010319519E-1,1.783391418E0,9.518556061E0
6.994544250E0,1.863624573E-1,1.784588928E0,9.509275360E0
7.004510250E0,1.823208618E-1,1.760039978E0,9.526489563E0
7.014475250E0,1.806742859E-1,1.727108459E0,9.555080109E0
7.024441250E0,1.631607056E-1,1.726360016E0,9.622140656E0
7.034406250E0,1.528321838E-1,1.707499237E0,9.694589996E0
7.044372250E0,1.281335449E-1,1.702409821E0,9.710307312E0
7.054337250E0,1.139131165E-1,1.704056396E0,9.715097351E0
7.064303250E0,1.341210938E-1,1.680555267E0,9.637857971E0
7.074268250E0,1.519340515E-1,1.720372467E0,9.596693573E0
7.084233250E0,1.582209778E-1,1.771715698E0,9.583520966E0
7.094199250E0,1.778302002E-1,1.780697021E0,9.545649719E0
7.104164250E0,1.847158813E-1,1.789528656E0,9.529034271E0
7.114130250E0,1.814227295E-1,1.777403870E0,9.524693298E0
7.124095250E0,1.697470093E-1,1.799408112E0,9.559121704E0
7.134061250E0,1.812730408E-1,1.815873871E0,9.619446259E0
7.144026250E0,1.724414062E-1,1.807042236E0,9.677675171E0
7.153992250E0,1.556762695E-1,1.784588928E0,9.715696106E0
7.163957250E0,1.645079041E-1,1.787283325E0,9.711205444E0
7.173922250E0,1.854643250E-1,1.804497528E0,9.702074432E0
7.183888250E0,2.139051819E-1,1.790726166E0,9.657018127E0
7.193853250E0,2.502795410E-1,1.785037994E0,9.650282135E0
7.203819250E0,2.754272461E-1,1.794767761E0,9.631421356E0
7.213784250E0,2.755769348E-1,1.813927917E0,9.597891083E0
7.223750250E0,2.251318359E-1,1.821711731E0,9.572144623E0
7.233715250E0,1.616638184E-1,1.831142120E0,9.612410889E0
7.243681250E0,1.456471252E-1,1.807940369E0,9.670789490E0
7.253646250E0,1.742376709E-1,1.793869629E0,9.684111786E0
7.263611250E0,1.971400452E-1,1.778302002E0,9.696086884E0
7.273577250E0,1.998344421E-1,1.779200134E0,9.639055481E0
7.283542250E0,2.189945984E-1,1.801653442E0,9.537117462E0
7.293508250E0,2.471360779E-1,1.834734650E0,9.515711975E0
7.303473250E0,2.502795410E-1,1.834435272E0,9.475445709E0
7.313439250E0,2.173480225E-1,1.825304260E0,9.472002869E0
7.323404250E0,1.719923401E-1,1.818418579E0,9.501192169E0
7.333370250E0,1.535806274E-1,1.787133636E0,9.581874390E0
7.343335250E0,1.553768921E-1,1.750310211E0,9.641001434E0
7.353301250E0,1.845661926E-1,1.742077332E0,9.669292603E0
7.363266250E0,1.689985657E-1,1.744322662E0,9.635462952E0
7.373231250E0,1.556762695E-1,1.789528656E0,9.548194427E0
7.383197250E0,1.327738953E-1,1.813927917E0,9.474397888E0
7.393162250E0,1.258882141E-1,1.807191925E0,9.475296021E0
7.403128250E0,1.672023010E-1,1.801054688E0,9.523046722E0
7.413093250E0,1.655557251E-1,1.769620056E0,9.588161316E0
7.423059250E0,1.460961914E-1,1.733395386E0,9.679022369E0
7.433024250E0,1.315763855E-1,1.721120911E0,9.714498596E0
7.442990250E0,1.425036621E-1,1.678609314E0,9.725126495E0
7.452955250E0,1.375639343E-1,1.722917175E0,9.698781281E0
7.462920250E0,1.426533508E-1,1.745969238E0,9.641600189E0
7.472886250E0,1.544787598E-1,1.741328888E0,9.587263184E0
7.482851250E0,1.514849854E-1,1.748963013E0,9.593101044E0
7.492817250E0,1.431024170E-1,1.751956787E0,9.607920227E0
7.502782250E0,1.710942078E-1,1.713786163E0,9.610464935E0
7.512748250E0,1.951940918E-1,1.709445190E0,9.608968048E0
7.522713250E0,1.788780212E-1,1.748963013E0,9.584868164E0
7.532678250E0,1.793270874E-1,1.758692780E0,9.589957581E0
7.542644250E0,2.086660767E-1,1.748214569E0,9.597442017E0
7.552609250E0,2.136058044E-1,1.731898499E0,9.607770538E0
7.562575250E0,2.140548706E-1,1.690734100E0,9.679172058E0
7.572540250E0,2.459385681E-1,1.691332855E0,9.740095367E0
7.582506250E0,2.421963501E-1,1.698817291E0,9.773925018E0
7.592471250E0,2.550695801E-1,1.689386902E0,9.757010193E0
7.602437250E0,2.582130432E-1,1.710642700E0,9.700278168E0
7.612402250E0,2.408491516E-1,1.767674103E0,9.598190460E0
7.622368250E0,2.098635864E-1,1.816921692E0,9.521100769E0
7.632333250E0,1.848655701E-1,1.833088074E0,9.516460419E0
7.642294250E0,1.890568542E-1,1.817370758E0,9.547296295E0
7.652260250E0,1.884580994E-1,1.794169006E0,9.590556335E0
7.662225250E0,1.971400452E-1,1.768721924E0,9.625433807E0
7.672191250E0,1.844165039E-1,1.758243713E0,9.676028595E0
7.682156250E0,1.930984497E-1,1.741029510E0,9.679471436E0
7.692122250E0,1.914518738E-1,1.718875580E0,9.701625366E0
7.702087250E0,1.957928467E-1,1.714384918E0,9.683962097E0
7.712053250E0,1.811233521E-1,1.712139587E0,9.664203186E0
7.722018250E0,1.528321838E-1,1.728305969E0,9.637558594E0
7.731983250E0,1.392105103E-1,1.735640717E0,9.643097076E0
7.741949250E0,1.393601990E-1,1.708696747E0,9.624835052E0
7.751914250E0,1.314266968E-1,1.713337097E0,9.648485870E0
7.761880250E0,1.471440125E-1,1.722168732E0,9.654623108E0
7.771845250E0,1.860630798E-1,1.691781921E0,9.670190735E0
7.781811250E0,2.454895020E-1,1.689237213E0,9.696386261E0
7.791776250E0,2.534230042E-1,1.719174957E0,9.700727234E0
7.801742250E0,2.377056885E-1,1.737736359E0,9.680818634E0
7.811707250E0,2.112107849E-1,1.731898499E0,9.689650269E0
7.821672250E0,1.863624573E-1,1.728305969E0,9.719288635E0
7.831638250E0,1.826202393E-1,1.734293518E0,9.751471710E0
7.841603250E0,1.966909790E-1,1.713786163E0,9.762548676E0
7.851569250E0,1.908531189E-1,1.717378693E0,9.725725250E0
